=== SZIMULÁCIÓ INDUL ===
Variáns: Felgyorsított + fordított
Meccsek száma: 600
Játék 1/600 kész, eddig: Kezdő=1, Második=0, Döntetlen=0
Játék 57/600 kész, eddig: Kezdő=45, Második=12, Döntetlen=0
Játék 58/600 kész, eddig: Kezdő=45, Második=13, Döntetlen=0
Játék 59/600 kész, eddig: Kezdő=45, Második=14, Döntetlen=0
Játék 60/600 kész, eddig: Kezdő=45, Második=15, Döntetlen=0
Játék 61/600 kész, eddig: Kezdő=46, Második=15, Döntetlen=0
Játék 62/600 kész, eddig: Kezdő=47, Második=15, Döntetlen=0
Játék 63/600 kész, eddig: Kezdő=48, Második=15, Döntetlen=0
Játék 64/600 kész, eddig: Kezdő=49, Második=15, Döntetlen=0
Játék 65/600 kész, eddig: Kezdő=50, Második=15, Döntetlen=0
Játék 66/600 kész, eddig: Kezdő=51, Második=15, Döntetlen=0
Játék 67/600 kész, eddig: Kezdő=52, Második=15, Döntetlen=0
Játék 68/600 kész, eddig: Kezdő=53, Második=15, Döntetlen=0
Játék 69/600 kész, eddig: Kezdő=54, Második=15, Döntetlen=0
Játék 70/600 kész, eddig: Kezdő=55, Második=15, Döntetlen=0
Játék 71/600 kész, eddig: Kezdő=55, Második=16, Döntetlen=0
Játék 72/600 kész, eddig: Kezdő=56, Második=16, Döntetlen=0
Játék 73/600 kész, eddig: Kezdő=57, Második=16, Döntetlen=0
Játék 74/600 kész, eddig: Kezdő=58, Második=16, Döntetlen=0
Játék 75/600 kész, eddig: Kezdő=59, Második=16, Döntetlen=0
Játék 76/600 kész, eddig: Kezdő=60, Második=16, Döntetlen=0
Játék 77/600 kész, eddig: Kezdő=61, Második=16, Döntetlen=0
Játék 78/600 kész, eddig: Kezdő=62, Második=16, Döntetlen=0
Játék 79/600 kész, eddig: Kezdő=63, Második=16, Döntetlen=0
Játék 80/600 kész, eddig: Kezdő=64, Második=16, Döntetlen=0
Játék 81/600 kész, eddig: Kezdő=64, Második=17, Döntetlen=0
Játék 82/600 kész, eddig: Kezdő=65, Második=17, Döntetlen=0
Játék 83/600 kész, eddig: Kezdő=66, Második=17, Döntetlen=0
Játék 84/600 kész, eddig: Kezdő=67, Második=17, Döntetlen=0
Játék 85/600 kész, eddig: Kezdő=67, Második=18, Döntetlen=0
Játék 86/600 kész, eddig: Kezdő=68, Második=18, Döntetlen=0
Játék 87/600 kész, eddig: Kezdő=69, Második=18, Döntetlen=0
Játék 88/600 kész, eddig: Kezdő=70, Második=18, Döntetlen=0
Játék 89/600 kész, eddig: Kezdő=71, Második=18, Döntetlen=0
Játék 90/600 kész, eddig: Kezdő=72, Második=18, Döntetlen=0
Játék 91/600 kész, eddig: Kezdő=73, Második=18, Döntetlen=0
Játék 92/600 kész, eddig: Kezdő=74, Második=18, Döntetlen=0
Játék 93/600 kész, eddig: Kezdő=75, Második=18, Döntetlen=0
Játék 94/600 kész, eddig: Kezdő=76, Második=18, Döntetlen=0
Játék 95/600 kész, eddig: Kezdő=77, Második=18, Döntetlen=0
Játék 96/600 kész, eddig: Kezdő=77, Második=18, Döntetlen=1
Játék 97/600 kész, eddig: Kezdő=78, Második=18, Döntetlen=1
Játék 98/600 kész, eddig: Kezdő=78, Második=19, Döntetlen=1
Játék 99/600 kész, eddig: Kezdő=79, Második=19, Döntetlen=1
Játék 100/600 kész, eddig: Kezdő=80, Második=19, Döntetlen=1
Játék 101/600 kész, eddig: Kezdő=81, Második=19, Döntetlen=1
Játék 102/600 kész, eddig: Kezdő=82, Második=19, Döntetlen=1
Játék 103/600 kész, eddig: Kezdő=83, Második=19, Döntetlen=1
Játék 104/600 kész, eddig: Kezdő=84, Második=19, Döntetlen=1
Játék 105/600 kész, eddig: Kezdő=84, Második=20, Döntetlen=1
Játék 106/600 kész, eddig: Kezdő=85, Második=20, Döntetlen=1
Játék 107/600 kész, eddig: Kezdő=86, Második=20, Döntetlen=1
Játék 108/600 kész, eddig: Kezdő=86, Második=21, Döntetlen=1
Játék 109/600 kész, eddig: Kezdő=87, Második=21, Döntetlen=1
Játék 110/600 kész, eddig: Kezdő=88, Második=21, Döntetlen=1
Játék 111/600 kész, eddig: Kezdő=89, Második=21, Döntetlen=1
Játék 112/600 kész, eddig: Kezdő=89, Második=22, Döntetlen=1
Játék 113/600 kész, eddig: Kezdő=90, Második=22, Döntetlen=1
Játék 114/600 kész, eddig: Kezdő=91, Második=22, Döntetlen=1
Játék 115/600 kész, eddig: Kezdő=92, Második=22, Döntetlen=1
Játék 116/600 kész, eddig: Kezdő=93, Második=22, Döntetlen=1
Játék 117/600 kész, eddig: Kezdő=93, Második=23, Döntetlen=1
Játék 118/600 kész, eddig: Kezdő=93, Második=24, Döntetlen=1
Játék 119/600 kész, eddig: Kezdő=94, Második=24, Döntetlen=1
Játék 120/600 kész, eddig: Kezdő=95, Második=24, Döntetlen=1
Játék 121/600 kész, eddig: Kezdő=96, Második=24, Döntetlen=1
Játék 122/600 kész, eddig: Kezdő=96, Második=25, Döntetlen=1
Játék 123/600 kész, eddig: Kezdő=97, Második=25, Döntetlen=1
Játék 124/600 kész, eddig: Kezdő=97, Második=26, Döntetlen=1
Játék 125/600 kész, eddig: Kezdő=98, Második=26, Döntetlen=1
Játék 126/600 kész, eddig: Kezdő=99, Második=26, Döntetlen=1
Játék 127/600 kész, eddig: Kezdő=100, Második=26, Döntetlen=1
Játék 128/600 kész, eddig: Kezdő=101, Második=26, Döntetlen=1
Játék 129/600 kész, eddig: Kezdő=102, Második=26, Döntetlen=1
Játék 130/600 kész, eddig: Kezdő=103, Második=26, Döntetlen=1
Játék 131/600 kész, eddig: Kezdő=104, Második=26, Döntetlen=1
Játék 132/600 kész, eddig: Kezdő=105, Második=26, Döntetlen=1
Játék 133/600 kész, eddig: Kezdő=105, Második=27, Döntetlen=1
Játék 134/600 kész, eddig: Kezdő=105, Második=28, Döntetlen=1
Játék 135/600 kész, eddig: Kezdő=105, Második=29, Döntetlen=1
Játék 136/600 kész, eddig: Kezdő=106, Második=29, Döntetlen=1
Játék 137/600 kész, eddig: Kezdő=107, Második=29, Döntetlen=1
Játék 138/600 kész, eddig: Kezdő=108, Második=29, Döntetlen=1
Játék 139/600 kész, eddig: Kezdő=109, Második=29, Döntetlen=1
Játék 140/600 kész, eddig: Kezdő=110, Második=29, Döntetlen=1
Játék 141/600 kész, eddig: Kezdő=110, Második=30, Döntetlen=1
Játék 142/600 kész, eddig: Kezdő=111, Második=30, Döntetlen=1
Játék 143/600 kész, eddig: Kezdő=112, Második=30, Döntetlen=1
Játék 144/600 kész, eddig: Kezdő=113, Második=30, Döntetlen=1
Játék 145/600 kész, eddig: Kezdő=114, Második=30, Döntetlen=1
Játék 146/600 kész, eddig: Kezdő=115, Második=30, Döntetlen=1
Játék 147/600 kész, eddig: Kezdő=116, Második=30, Döntetlen=1
Játék 148/600 kész, eddig: Kezdő=117, Második=30, Döntetlen=1
Játék 149/600 kész, eddig: Kezdő=118, Második=30, Döntetlen=1
Játék 150/600 kész, eddig: Kezdő=119, Második=30, Döntetlen=1
Játék 151/600 kész, eddig: Kezdő=119, Második=31, Döntetlen=1
Játék 152/600 kész, eddig: Kezdő=120, Második=31, Döntetlen=1
Játék 153/600 kész, eddig: Kezdő=120, Második=32, Döntetlen=1
Játék 154/600 kész, eddig: Kezdő=121, Második=32, Döntetlen=1
Játék 155/600 kész, eddig: Kezdő=121, Második=33, Döntetlen=1
Játék 156/600 kész, eddig: Kezdő=122, Második=33, Döntetlen=1
Játék 157/600 kész, eddig: Kezdő=123, Második=33, Döntetlen=1
Játék 158/600 kész, eddig: Kezdő=124, Második=33, Döntetlen=1
Játék 159/600 kész, eddig: Kezdő=125, Második=33, Döntetlen=1
Játék 160/600 kész, eddig: Kezdő=126, Második=33, Döntetlen=1
Játék 161/600 kész, eddig: Kezdő=126, Második=34, Döntetlen=1
Játék 162/600 kész, eddig: Kezdő=127, Második=34, Döntetlen=1
Játék 163/600 kész, eddig: Kezdő=127, Második=35, Döntetlen=1
Játék 164/600 kész, eddig: Kezdő=127, Második=36, Döntetlen=1
Játék 165/600 kész, eddig: Kezdő=128, Második=36, Döntetlen=1
Játék 166/600 kész, eddig: Kezdő=129, Második=36, Döntetlen=1
Játék 167/600 kész, eddig: Kezdő=130, Második=36, Döntetlen=1
Játék 168/600 kész, eddig: Kezdő=131, Második=36, Döntetlen=1
Játék 169/600 kész, eddig: Kezdő=132, Második=36, Döntetlen=1
Játék 170/600 kész, eddig: Kezdő=133, Második=36, Döntetlen=1
Játék 171/600 kész, eddig: Kezdő=134, Második=36, Döntetlen=1
Játék 172/600 kész, eddig: Kezdő=134, Második=37, Döntetlen=1
Játék 173/600 kész, eddig: Kezdő=135, Második=37, Döntetlen=1
Játék 174/600 kész, eddig: Kezdő=136, Második=37, Döntetlen=1
Játék 175/600 kész, eddig: Kezdő=136, Második=38, Döntetlen=1
Játék 176/600 kész, eddig: Kezdő=137, Második=38, Döntetlen=1
Játék 177/600 kész, eddig: Kezdő=138, Második=38, Döntetlen=1
Játék 178/600 kész, eddig: Kezdő=138, Második=39, Döntetlen=1
Játék 179/600 kész, eddig: Kezdő=139, Második=39, Döntetlen=1
Játék 180/600 kész, eddig: Kezdő=139, Második=40, Döntetlen=1
Játék 181/600 kész, eddig: Kezdő=139, Második=41, Döntetlen=1
Játék 182/600 kész, eddig: Kezdő=140, Második=41, Döntetlen=1
Játék 183/600 kész, eddig: Kezdő=141, Második=41, Döntetlen=1
Játék 184/600 kész, eddig: Kezdő=142, Második=41, Döntetlen=1
Játék 185/600 kész, eddig: Kezdő=142, Második=42, Döntetlen=1
Játék 186/600 kész, eddig: Kezdő=142, Második=43, Döntetlen=1
Játék 187/600 kész, eddig: Kezdő=143, Második=43, Döntetlen=1
Játék 188/600 kész, eddig: Kezdő=144, Második=43, Döntetlen=1
Játék 189/600 kész, eddig: Kezdő=144, Második=44, Döntetlen=1
Játék 190/600 kész, eddig: Kezdő=145, Második=44, Döntetlen=1
Játék 191/600 kész, eddig: Kezdő=146, Második=44, Döntetlen=1
Játék 192/600 kész, eddig: Kezdő=147, Második=44, Döntetlen=1
Játék 193/600 kész, eddig: Kezdő=148, Második=44, Döntetlen=1
Játék 194/600 kész, eddig: Kezdő=149, Második=44, Döntetlen=1
Játék 195/600 kész, eddig: Kezdő=150, Második=44, Döntetlen=1
Játék 196/600 kész, eddig: Kezdő=151, Második=44, Döntetlen=1
Játék 197/600 kész, eddig: Kezdő=152, Második=44, Döntetlen=1
Játék 198/600 kész, eddig: Kezdő=152, Második=45, Döntetlen=1
Játék 199/600 kész, eddig: Kezdő=153, Második=45, Döntetlen=1
Játék 200/600 kész, eddig: Kezdő=154, Második=45, Döntetlen=1
Játék 201/600 kész, eddig: Kezdő=155, Második=45, Döntetlen=1
Játék 202/600 kész, eddig: Kezdő=155, Második=46, Döntetlen=1
Játék 203/600 kész, eddig: Kezdő=156, Második=46, Döntetlen=1
Játék 204/600 kész, eddig: Kezdő=157, Második=46, Döntetlen=1
Játék 205/600 kész, eddig: Kezdő=158, Második=46, Döntetlen=1
Játék 206/600 kész, eddig: Kezdő=159, Második=46, Döntetlen=1
Játék 207/600 kész, eddig: Kezdő=160, Második=46, Döntetlen=1
Játék 208/600 kész, eddig: Kezdő=161, Második=46, Döntetlen=1
Játék 209/600 kész, eddig: Kezdő=161, Második=47, Döntetlen=1
Játék 210/600 kész, eddig: Kezdő=161, Második=48, Döntetlen=1
Játék 211/600 kész, eddig: Kezdő=162, Második=48, Döntetlen=1
Játék 212/600 kész, eddig: Kezdő=163, Második=48, Döntetlen=1
Játék 213/600 kész, eddig: Kezdő=163, Második=49, Döntetlen=1
Játék 214/600 kész, eddig: Kezdő=164, Második=49, Döntetlen=1
Játék 215/600 kész, eddig: Kezdő=165, Második=49, Döntetlen=1
Játék 216/600 kész, eddig: Kezdő=166, Második=49, Döntetlen=1
Játék 217/600 kész, eddig: Kezdő=166, Második=50, Döntetlen=1
Játék 218/600 kész, eddig: Kezdő=167, Második=50, Döntetlen=1
Játék 219/600 kész, eddig: Kezdő=168, Második=50, Döntetlen=1
Játék 220/600 kész, eddig: Kezdő=169, Második=50, Döntetlen=1
Játék 221/600 kész, eddig: Kezdő=170, Második=50, Döntetlen=1
Játék 222/600 kész, eddig: Kezdő=171, Második=50, Döntetlen=1
Játék 223/600 kész, eddig: Kezdő=172, Második=50, Döntetlen=1
Játék 224/600 kész, eddig: Kezdő=173, Második=50, Döntetlen=1
Játék 225/600 kész, eddig: Kezdő=173, Második=51, Döntetlen=1
Játék 226/600 kész, eddig: Kezdő=174, Második=51, Döntetlen=1
Játék 227/600 kész, eddig: Kezdő=175, Második=51, Döntetlen=1
Játék 228/600 kész, eddig: Kezdő=175, Második=52, Döntetlen=1
Játék 229/600 kész, eddig: Kezdő=176, Második=52, Döntetlen=1
Játék 230/600 kész, eddig: Kezdő=177, Második=52, Döntetlen=1
Játék 231/600 kész, eddig: Kezdő=178, Második=52, Döntetlen=1
Játék 232/600 kész, eddig: Kezdő=179, Második=52, Döntetlen=1
Játék 233/600 kész, eddig: Kezdő=179, Második=53, Döntetlen=1
Játék 234/600 kész, eddig: Kezdő=179, Második=54, Döntetlen=1
Játék 235/600 kész, eddig: Kezdő=180, Második=54, Döntetlen=1
Játék 236/600 kész, eddig: Kezdő=181, Második=54, Döntetlen=1
Játék 237/600 kész, eddig: Kezdő=182, Második=54, Döntetlen=1
Játék 238/600 kész, eddig: Kezdő=183, Második=54, Döntetlen=1
Játék 239/600 kész, eddig: Kezdő=184, Második=54, Döntetlen=1
Játék 240/600 kész, eddig: Kezdő=185, Második=54, Döntetlen=1
Játék 241/600 kész, eddig: Kezdő=186, Második=54, Döntetlen=1
Játék 242/600 kész, eddig: Kezdő=187, Második=54, Döntetlen=1
Játék 243/600 kész, eddig: Kezdő=188, Második=54, Döntetlen=1
Játék 244/600 kész, eddig: Kezdő=189, Második=54, Döntetlen=1
Játék 245/600 kész, eddig: Kezdő=190, Második=54, Döntetlen=1
Játék 246/600 kész, eddig: Kezdő=191, Második=54, Döntetlen=1
Játék 247/600 kész, eddig: Kezdő=192, Második=54, Döntetlen=1
Játék 248/600 kész, eddig: Kezdő=192, Második=55, Döntetlen=1
Játék 249/600 kész, eddig: Kezdő=193, Második=55, Döntetlen=1
Játék 250/600 kész, eddig: Kezdő=194, Második=55, Döntetlen=1
Játék 251/600 kész, eddig: Kezdő=195, Második=55, Döntetlen=1
Játék 252/600 kész, eddig: Kezdő=196, Második=55, Döntetlen=1
Játék 253/600 kész, eddig: Kezdő=197, Második=55, Döntetlen=1
Játék 254/600 kész, eddig: Kezdő=198, Második=55, Döntetlen=1
Játék 255/600 kész, eddig: Kezdő=199, Második=55, Döntetlen=1
Játék 256/600 kész, eddig: Kezdő=199, Második=56, Döntetlen=1
Játék 257/600 kész, eddig: Kezdő=200, Második=56, Döntetlen=1
Játék 258/600 kész, eddig: Kezdő=200, Második=57, Döntetlen=1
Játék 259/600 kész, eddig: Kezdő=201, Második=57, Döntetlen=1
Játék 260/600 kész, eddig: Kezdő=202, Második=57, Döntetlen=1
Játék 261/600 kész, eddig: Kezdő=203, Második=57, Döntetlen=1
Játék 262/600 kész, eddig: Kezdő=203, Második=58, Döntetlen=1
Játék 263/600 kész, eddig: Kezdő=204, Második=58, Döntetlen=1
Játék 264/600 kész, eddig: Kezdő=204, Második=59, Döntetlen=1
Játék 265/600 kész, eddig: Kezdő=205, Második=59, Döntetlen=1
Játék 266/600 kész, eddig: Kezdő=206, Második=59, Döntetlen=1
Játék 267/600 kész, eddig: Kezdő=207, Második=59, Döntetlen=1
Játék 268/600 kész, eddig: Kezdő=208, Második=59, Döntetlen=1
Játék 269/600 kész, eddig: Kezdő=209, Második=59, Döntetlen=1
Játék 270/600 kész, eddig: Kezdő=210, Második=59, Döntetlen=1
Játék 271/600 kész, eddig: Kezdő=211, Második=59, Döntetlen=1
Játék 272/600 kész, eddig: Kezdő=212, Második=59, Döntetlen=1
Játék 273/600 kész, eddig: Kezdő=213, Második=59, Döntetlen=1
Játék 274/600 kész, eddig: Kezdő=214, Második=59, Döntetlen=1
Játék 275/600 kész, eddig: Kezdő=215, Második=59, Döntetlen=1
Játék 276/600 kész, eddig: Kezdő=216, Második=59, Döntetlen=1
Játék 277/600 kész, eddig: Kezdő=217, Második=59, Döntetlen=1
Játék 278/600 kész, eddig: Kezdő=217, Második=60, Döntetlen=1
Játék 279/600 kész, eddig: Kezdő=218, Második=60, Döntetlen=1
Játék 280/600 kész, eddig: Kezdő=219, Második=60, Döntetlen=1
Játék 281/600 kész, eddig: Kezdő=220, Második=60, Döntetlen=1
Játék 282/600 kész, eddig: Kezdő=221, Második=60, Döntetlen=1
Játék 283/600 kész, eddig: Kezdő=222, Második=60, Döntetlen=1
Játék 284/600 kész, eddig: Kezdő=223, Második=60, Döntetlen=1
Játék 285/600 kész, eddig: Kezdő=223, Második=61, Döntetlen=1
Játék 286/600 kész, eddig: Kezdő=223, Második=62, Döntetlen=1
Játék 287/600 kész, eddig: Kezdő=224, Második=62, Döntetlen=1
Játék 288/600 kész, eddig: Kezdő=225, Második=62, Döntetlen=1
Játék 289/600 kész, eddig: Kezdő=225, Második=63, Döntetlen=1
Játék 290/600 kész, eddig: Kezdő=226, Második=63, Döntetlen=1
Játék 291/600 kész, eddig: Kezdő=227, Második=63, Döntetlen=1
Játék 292/600 kész, eddig: Kezdő=228, Második=63, Döntetlen=1
Játék 293/600 kész, eddig: Kezdő=229, Második=63, Döntetlen=1
Játék 294/600 kész, eddig: Kezdő=230, Második=63, Döntetlen=1
Játék 295/600 kész, eddig: Kezdő=230, Második=64, Döntetlen=1
Játék 296/600 kész, eddig: Kezdő=231, Második=64, Döntetlen=1
Játék 297/600 kész, eddig: Kezdő=232, Második=64, Döntetlen=1
Játék 298/600 kész, eddig: Kezdő=233, Második=64, Döntetlen=1
Játék 299/600 kész, eddig: Kezdő=234, Második=64, Döntetlen=1
Játék 300/600 kész, eddig: Kezdő=235, Második=64, Döntetlen=1
Játék 301/600 kész, eddig: Kezdő=236, Második=64, Döntetlen=1
Játék 302/600 kész, eddig: Kezdő=236, Második=65, Döntetlen=1
Játék 303/600 kész, eddig: Kezdő=237, Második=65, Döntetlen=1
Játék 304/600 kész, eddig: Kezdő=238, Második=65, Döntetlen=1
Játék 305/600 kész, eddig: Kezdő=239, Második=65, Döntetlen=1
Játék 306/600 kész, eddig: Kezdő=240, Második=65, Döntetlen=1
Játék 307/600 kész, eddig: Kezdő=241, Második=65, Döntetlen=1
Játék 308/600 kész, eddig: Kezdő=242, Második=65, Döntetlen=1
Játék 309/600 kész, eddig: Kezdő=243, Második=65, Döntetlen=1
Játék 310/600 kész, eddig: Kezdő=243, Második=66, Döntetlen=1
Játék 311/600 kész, eddig: Kezdő=243, Második=67, Döntetlen=1
Játék 312/600 kész, eddig: Kezdő=244, Második=67, Döntetlen=1
Játék 313/600 kész, eddig: Kezdő=245, Második=67, Döntetlen=1
Játék 314/600 kész, eddig: Kezdő=245, Második=68, Döntetlen=1
Játék 315/600 kész, eddig: Kezdő=245, Második=69, Döntetlen=1
Játék 316/600 kész, eddig: Kezdő=246, Második=69, Döntetlen=1
Játék 317/600 kész, eddig: Kezdő=247, Második=69, Döntetlen=1
Játék 318/600 kész, eddig: Kezdő=248, Második=69, Döntetlen=1
Játék 319/600 kész, eddig: Kezdő=249, Második=69, Döntetlen=1
Játék 320/600 kész, eddig: Kezdő=249, Második=70, Döntetlen=1
Játék 321/600 kész, eddig: Kezdő=249, Második=71, Döntetlen=1
Játék 322/600 kész, eddig: Kezdő=249, Második=72, Döntetlen=1
Játék 323/600 kész, eddig: Kezdő=250, Második=72, Döntetlen=1
Játék 324/600 kész, eddig: Kezdő=251, Második=72, Döntetlen=1
Játék 325/600 kész, eddig: Kezdő=252, Második=72, Döntetlen=1
Játék 326/600 kész, eddig: Kezdő=253, Második=72, Döntetlen=1
Játék 327/600 kész, eddig: Kezdő=254, Második=72, Döntetlen=1
Játék 328/600 kész, eddig: Kezdő=255, Második=72, Döntetlen=1
Játék 329/600 kész, eddig: Kezdő=256, Második=72, Döntetlen=1
Játék 330/600 kész, eddig: Kezdő=257, Második=72, Döntetlen=1
Játék 331/600 kész, eddig: Kezdő=258, Második=72, Döntetlen=1
Játék 332/600 kész, eddig: Kezdő=258, Második=73, Döntetlen=1
Játék 333/600 kész, eddig: Kezdő=259, Második=73, Döntetlen=1
Játék 334/600 kész, eddig: Kezdő=259, Második=73, Döntetlen=2
Játék 335/600 kész, eddig: Kezdő=260, Második=73, Döntetlen=2
Játék 336/600 kész, eddig: Kezdő=261, Második=73, Döntetlen=2
Játék 337/600 kész, eddig: Kezdő=262, Második=73, Döntetlen=2
Játék 338/600 kész, eddig: Kezdő=262, Második=74, Döntetlen=2
Játék 339/600 kész, eddig: Kezdő=263, Második=74, Döntetlen=2
Játék 340/600 kész, eddig: Kezdő=264, Második=74, Döntetlen=2
Játék 341/600 kész, eddig: Kezdő=265, Második=74, Döntetlen=2
Játék 342/600 kész, eddig: Kezdő=266, Második=74, Döntetlen=2
Játék 343/600 kész, eddig: Kezdő=266, Második=75, Döntetlen=2
Játék 344/600 kész, eddig: Kezdő=267, Második=75, Döntetlen=2
Játék 345/600 kész, eddig: Kezdő=268, Második=75, Döntetlen=2
Játék 346/600 kész, eddig: Kezdő=269, Második=75, Döntetlen=2
Játék 347/600 kész, eddig: Kezdő=270, Második=75, Döntetlen=2
Játék 348/600 kész, eddig: Kezdő=271, Második=75, Döntetlen=2
Játék 349/600 kész, eddig: Kezdő=271, Második=76, Döntetlen=2
Játék 350/600 kész, eddig: Kezdő=272, Második=76, Döntetlen=2
Játék 351/600 kész, eddig: Kezdő=273, Második=76, Döntetlen=2
Játék 352/600 kész, eddig: Kezdő=274, Második=76, Döntetlen=2
Játék 353/600 kész, eddig: Kezdő=274, Második=77, Döntetlen=2
Játék 354/600 kész, eddig: Kezdő=274, Második=77, Döntetlen=3
Játék 355/600 kész, eddig: Kezdő=274, Második=78, Döntetlen=3
Játék 356/600 kész, eddig: Kezdő=275, Második=78, Döntetlen=3
Játék 357/600 kész, eddig: Kezdő=275, Második=79, Döntetlen=3
Játék 358/600 kész, eddig: Kezdő=276, Második=79, Döntetlen=3
Játék 359/600 kész, eddig: Kezdő=277, Második=79, Döntetlen=3
Játék 360/600 kész, eddig: Kezdő=278, Második=79, Döntetlen=3
Játék 361/600 kész, eddig: Kezdő=278, Második=80, Döntetlen=3
Játék 362/600 kész, eddig: Kezdő=279, Második=80, Döntetlen=3
Játék 363/600 kész, eddig: Kezdő=279, Második=80, Döntetlen=4
Játék 364/600 kész, eddig: Kezdő=279, Második=81, Döntetlen=4
Játék 365/600 kész, eddig: Kezdő=280, Második=81, Döntetlen=4
Játék 366/600 kész, eddig: Kezdő=281, Második=81, Döntetlen=4
Játék 367/600 kész, eddig: Kezdő=281, Második=82, Döntetlen=4
Játék 368/600 kész, eddig: Kezdő=282, Második=82, Döntetlen=4
Játék 369/600 kész, eddig: Kezdő=283, Második=82, Döntetlen=4
Játék 370/600 kész, eddig: Kezdő=284, Második=82, Döntetlen=4
Játék 371/600 kész, eddig: Kezdő=284, Második=83, Döntetlen=4
Játék 372/600 kész, eddig: Kezdő=284, Második=84, Döntetlen=4
Játék 373/600 kész, eddig: Kezdő=285, Második=84, Döntetlen=4
Játék 374/600 kész, eddig: Kezdő=286, Második=84, Döntetlen=4
