=== SZIMULÁCIÓ INDUL ===
Variáns: Felgyorsított + fordított
Meccsek száma: 1000
Játék 1/1000 kész, eddig: Kezdő=0, Második=1, Döntetlen=0
Játék 45/1000 kész, eddig: Kezdő=34, Második=11, Döntetlen=0
Játék 46/1000 kész, eddig: Kezdő=35, Második=11, Döntetlen=0
Játék 47/1000 kész, eddig: Kezdő=36, Második=11, Döntetlen=0
Játék 48/1000 kész, eddig: Kezdő=36, Második=12, Döntetlen=0
Játék 49/1000 kész, eddig: Kezdő=36, Második=13, Döntetlen=0
Játék 50/1000 kész, eddig: Kezdő=36, Második=14, Döntetlen=0
Játék 51/1000 kész, eddig: Kezdő=37, Második=14, Döntetlen=0
Játék 52/1000 kész, eddig: Kezdő=38, Második=14, Döntetlen=0
Játék 53/1000 kész, eddig: Kezdő=39, Második=14, Döntetlen=0
Játék 54/1000 kész, eddig: Kezdő=40, Második=14, Döntetlen=0
Játék 55/1000 kész, eddig: Kezdő=41, Második=14, Döntetlen=0
Játék 56/1000 kész, eddig: Kezdő=42, Második=14, Döntetlen=0
Játék 57/1000 kész, eddig: Kezdő=43, Második=14, Döntetlen=0
Játék 58/1000 kész, eddig: Kezdő=43, Második=15, Döntetlen=0
Játék 59/1000 kész, eddig: Kezdő=44, Második=15, Döntetlen=0
Játék 60/1000 kész, eddig: Kezdő=45, Második=15, Döntetlen=0
Játék 61/1000 kész, eddig: Kezdő=46, Második=15, Döntetlen=0
Játék 62/1000 kész, eddig: Kezdő=47, Második=15, Döntetlen=0
Játék 63/1000 kész, eddig: Kezdő=48, Második=15, Döntetlen=0
Játék 64/1000 kész, eddig: Kezdő=49, Második=15, Döntetlen=0
Játék 65/1000 kész, eddig: Kezdő=50, Második=15, Döntetlen=0
Játék 66/1000 kész, eddig: Kezdő=51, Második=15, Döntetlen=0
Játék 67/1000 kész, eddig: Kezdő=52, Második=15, Döntetlen=0
Játék 68/1000 kész, eddig: Kezdő=52, Második=16, Döntetlen=0
Játék 69/1000 kész, eddig: Kezdő=52, Második=17, Döntetlen=0
Játék 70/1000 kész, eddig: Kezdő=52, Második=18, Döntetlen=0
Játék 71/1000 kész, eddig: Kezdő=53, Második=18, Döntetlen=0
Játék 72/1000 kész, eddig: Kezdő=54, Második=18, Döntetlen=0
Játék 73/1000 kész, eddig: Kezdő=54, Második=19, Döntetlen=0
Játék 74/1000 kész, eddig: Kezdő=54, Második=20, Döntetlen=0
Játék 75/1000 kész, eddig: Kezdő=55, Második=20, Döntetlen=0
Játék 76/1000 kész, eddig: Kezdő=55, Második=21, Döntetlen=0
Játék 77/1000 kész, eddig: Kezdő=56, Második=21, Döntetlen=0
Játék 78/1000 kész, eddig: Kezdő=56, Második=22, Döntetlen=0
Játék 79/1000 kész, eddig: Kezdő=57, Második=22, Döntetlen=0
Játék 80/1000 kész, eddig: Kezdő=58, Második=22, Döntetlen=0
Játék 81/1000 kész, eddig: Kezdő=59, Második=22, Döntetlen=0
Játék 82/1000 kész, eddig: Kezdő=59, Második=23, Döntetlen=0
Játék 83/1000 kész, eddig: Kezdő=60, Második=23, Döntetlen=0
Játék 84/1000 kész, eddig: Kezdő=60, Második=24, Döntetlen=0
Játék 85/1000 kész, eddig: Kezdő=61, Második=24, Döntetlen=0
Játék 86/1000 kész, eddig: Kezdő=62, Második=24, Döntetlen=0
Játék 87/1000 kész, eddig: Kezdő=63, Második=24, Döntetlen=0
Játék 88/1000 kész, eddig: Kezdő=64, Második=24, Döntetlen=0
Játék 89/1000 kész, eddig: Kezdő=64, Második=24, Döntetlen=1
Játék 90/1000 kész, eddig: Kezdő=65, Második=24, Döntetlen=1
Játék 91/1000 kész, eddig: Kezdő=65, Második=25, Döntetlen=1
Játék 92/1000 kész, eddig: Kezdő=66, Második=25, Döntetlen=1
Játék 93/1000 kész, eddig: Kezdő=66, Második=26, Döntetlen=1
Játék 94/1000 kész, eddig: Kezdő=67, Második=26, Döntetlen=1
Játék 95/1000 kész, eddig: Kezdő=67, Második=27, Döntetlen=1
Játék 96/1000 kész, eddig: Kezdő=67, Második=28, Döntetlen=1
Játék 97/1000 kész, eddig: Kezdő=68, Második=28, Döntetlen=1
Játék 98/1000 kész, eddig: Kezdő=69, Második=28, Döntetlen=1
Játék 99/1000 kész, eddig: Kezdő=70, Második=28, Döntetlen=1
Játék 100/1000 kész, eddig: Kezdő=71, Második=28, Döntetlen=1
Játék 101/1000 kész, eddig: Kezdő=72, Második=28, Döntetlen=1
Játék 102/1000 kész, eddig: Kezdő=73, Második=28, Döntetlen=1
Játék 103/1000 kész, eddig: Kezdő=73, Második=29, Döntetlen=1
Játék 104/1000 kész, eddig: Kezdő=74, Második=29, Döntetlen=1
Játék 105/1000 kész, eddig: Kezdő=75, Második=29, Döntetlen=1
Játék 106/1000 kész, eddig: Kezdő=76, Második=29, Döntetlen=1
Játék 107/1000 kész, eddig: Kezdő=77, Második=29, Döntetlen=1
Játék 108/1000 kész, eddig: Kezdő=78, Második=29, Döntetlen=1
Játék 109/1000 kész, eddig: Kezdő=79, Második=29, Döntetlen=1
Játék 110/1000 kész, eddig: Kezdő=80, Második=29, Döntetlen=1
Játék 111/1000 kész, eddig: Kezdő=81, Második=29, Döntetlen=1
Játék 112/1000 kész, eddig: Kezdő=81, Második=29, Döntetlen=2
Játék 113/1000 kész, eddig: Kezdő=81, Második=30, Döntetlen=2
Játék 114/1000 kész, eddig: Kezdő=81, Második=31, Döntetlen=2
Játék 115/1000 kész, eddig: Kezdő=82, Második=31, Döntetlen=2
Játék 116/1000 kész, eddig: Kezdő=83, Második=31, Döntetlen=2
Játék 117/1000 kész, eddig: Kezdő=84, Második=31, Döntetlen=2
Játék 118/1000 kész, eddig: Kezdő=85, Második=31, Döntetlen=2
Játék 119/1000 kész, eddig: Kezdő=86, Második=31, Döntetlen=2
Játék 120/1000 kész, eddig: Kezdő=87, Második=31, Döntetlen=2
Játék 121/1000 kész, eddig: Kezdő=88, Második=31, Döntetlen=2
Játék 122/1000 kész, eddig: Kezdő=89, Második=31, Döntetlen=2
Játék 123/1000 kész, eddig: Kezdő=90, Második=31, Döntetlen=2
Játék 124/1000 kész, eddig: Kezdő=91, Második=31, Döntetlen=2
Játék 125/1000 kész, eddig: Kezdő=92, Második=31, Döntetlen=2
Játék 126/1000 kész, eddig: Kezdő=92, Második=32, Döntetlen=2
Játék 127/1000 kész, eddig: Kezdő=93, Második=32, Döntetlen=2
Játék 128/1000 kész, eddig: Kezdő=93, Második=33, Döntetlen=2
Játék 129/1000 kész, eddig: Kezdő=94, Második=33, Döntetlen=2
Játék 130/1000 kész, eddig: Kezdő=95, Második=33, Döntetlen=2
Játék 131/1000 kész, eddig: Kezdő=96, Második=33, Döntetlen=2
Játék 132/1000 kész, eddig: Kezdő=97, Második=33, Döntetlen=2
Játék 133/1000 kész, eddig: Kezdő=98, Második=33, Döntetlen=2
Játék 134/1000 kész, eddig: Kezdő=98, Második=34, Döntetlen=2
Játék 135/1000 kész, eddig: Kezdő=99, Második=34, Döntetlen=2
Játék 136/1000 kész, eddig: Kezdő=100, Második=34, Döntetlen=2
Játék 137/1000 kész, eddig: Kezdő=101, Második=34, Döntetlen=2
Játék 138/1000 kész, eddig: Kezdő=101, Második=35, Döntetlen=2
Játék 139/1000 kész, eddig: Kezdő=101, Második=36, Döntetlen=2
Játék 140/1000 kész, eddig: Kezdő=102, Második=36, Döntetlen=2
Játék 141/1000 kész, eddig: Kezdő=102, Második=37, Döntetlen=2
Játék 142/1000 kész, eddig: Kezdő=102, Második=38, Döntetlen=2
Játék 143/1000 kész, eddig: Kezdő=103, Második=38, Döntetlen=2
Játék 144/1000 kész, eddig: Kezdő=104, Második=38, Döntetlen=2
Játék 145/1000 kész, eddig: Kezdő=105, Második=38, Döntetlen=2
Játék 146/1000 kész, eddig: Kezdő=106, Második=38, Döntetlen=2
Játék 147/1000 kész, eddig: Kezdő=107, Második=38, Döntetlen=2
Játék 148/1000 kész, eddig: Kezdő=108, Második=38, Döntetlen=2
Játék 149/1000 kész, eddig: Kezdő=109, Második=38, Döntetlen=2
Játék 150/1000 kész, eddig: Kezdő=109, Második=39, Döntetlen=2
Játék 151/1000 kész, eddig: Kezdő=110, Második=39, Döntetlen=2
Játék 152/1000 kész, eddig: Kezdő=111, Második=39, Döntetlen=2
Játék 153/1000 kész, eddig: Kezdő=112, Második=39, Döntetlen=2
Játék 154/1000 kész, eddig: Kezdő=113, Második=39, Döntetlen=2
Játék 155/1000 kész, eddig: Kezdő=114, Második=39, Döntetlen=2
Játék 156/1000 kész, eddig: Kezdő=114, Második=40, Döntetlen=2
Játék 157/1000 kész, eddig: Kezdő=114, Második=41, Döntetlen=2
Játék 158/1000 kész, eddig: Kezdő=115, Második=41, Döntetlen=2
Játék 159/1000 kész, eddig: Kezdő=115, Második=42, Döntetlen=2
Játék 160/1000 kész, eddig: Kezdő=115, Második=43, Döntetlen=2
Játék 161/1000 kész, eddig: Kezdő=116, Második=43, Döntetlen=2
Játék 162/1000 kész, eddig: Kezdő=117, Második=43, Döntetlen=2
Játék 163/1000 kész, eddig: Kezdő=118, Második=43, Döntetlen=2
Játék 164/1000 kész, eddig: Kezdő=118, Második=44, Döntetlen=2
Játék 165/1000 kész, eddig: Kezdő=118, Második=45, Döntetlen=2
Játék 166/1000 kész, eddig: Kezdő=118, Második=46, Döntetlen=2
Játék 167/1000 kész, eddig: Kezdő=119, Második=46, Döntetlen=2
Játék 168/1000 kész, eddig: Kezdő=119, Második=47, Döntetlen=2
Játék 169/1000 kész, eddig: Kezdő=120, Második=47, Döntetlen=2
Játék 170/1000 kész, eddig: Kezdő=121, Második=47, Döntetlen=2
Játék 171/1000 kész, eddig: Kezdő=122, Második=47, Döntetlen=2
Játék 172/1000 kész, eddig: Kezdő=123, Második=47, Döntetlen=2
Játék 173/1000 kész, eddig: Kezdő=124, Második=47, Döntetlen=2
Játék 174/1000 kész, eddig: Kezdő=125, Második=47, Döntetlen=2
Játék 175/1000 kész, eddig: Kezdő=126, Második=47, Döntetlen=2
Játék 176/1000 kész, eddig: Kezdő=127, Második=47, Döntetlen=2
Játék 177/1000 kész, eddig: Kezdő=128, Második=47, Döntetlen=2
Játék 178/1000 kész, eddig: Kezdő=129, Második=47, Döntetlen=2
Játék 179/1000 kész, eddig: Kezdő=129, Második=48, Döntetlen=2
Játék 180/1000 kész, eddig: Kezdő=130, Második=48, Döntetlen=2
Játék 181/1000 kész, eddig: Kezdő=131, Második=48, Döntetlen=2
Játék 182/1000 kész, eddig: Kezdő=132, Második=48, Döntetlen=2
Játék 183/1000 kész, eddig: Kezdő=132, Második=49, Döntetlen=2
Játék 184/1000 kész, eddig: Kezdő=133, Második=49, Döntetlen=2
Játék 185/1000 kész, eddig: Kezdő=134, Második=49, Döntetlen=2
Játék 186/1000 kész, eddig: Kezdő=135, Második=49, Döntetlen=2
Játék 187/1000 kész, eddig: Kezdő=136, Második=49, Döntetlen=2
Játék 188/1000 kész, eddig: Kezdő=137, Második=49, Döntetlen=2
Játék 189/1000 kész, eddig: Kezdő=137, Második=50, Döntetlen=2
Játék 190/1000 kész, eddig: Kezdő=138, Második=50, Döntetlen=2
Játék 191/1000 kész, eddig: Kezdő=139, Második=50, Döntetlen=2
Játék 192/1000 kész, eddig: Kezdő=139, Második=51, Döntetlen=2
Játék 193/1000 kész, eddig: Kezdő=140, Második=51, Döntetlen=2
Játék 194/1000 kész, eddig: Kezdő=141, Második=51, Döntetlen=2
Játék 195/1000 kész, eddig: Kezdő=142, Második=51, Döntetlen=2
Játék 196/1000 kész, eddig: Kezdő=142, Második=51, Döntetlen=3
Játék 197/1000 kész, eddig: Kezdő=143, Második=51, Döntetlen=3
Játék 198/1000 kész, eddig: Kezdő=144, Második=51, Döntetlen=3
Játék 199/1000 kész, eddig: Kezdő=144, Második=52, Döntetlen=3
Játék 200/1000 kész, eddig: Kezdő=144, Második=53, Döntetlen=3
Játék 201/1000 kész, eddig: Kezdő=145, Második=53, Döntetlen=3
Játék 202/1000 kész, eddig: Kezdő=146, Második=53, Döntetlen=3
Játék 203/1000 kész, eddig: Kezdő=147, Második=53, Döntetlen=3
Játék 204/1000 kész, eddig: Kezdő=148, Második=53, Döntetlen=3
Játék 205/1000 kész, eddig: Kezdő=148, Második=54, Döntetlen=3
Játék 206/1000 kész, eddig: Kezdő=148, Második=55, Döntetlen=3
Játék 207/1000 kész, eddig: Kezdő=149, Második=55, Döntetlen=3
Játék 208/1000 kész, eddig: Kezdő=150, Második=55, Döntetlen=3
Játék 209/1000 kész, eddig: Kezdő=151, Második=55, Döntetlen=3
Játék 210/1000 kész, eddig: Kezdő=152, Második=55, Döntetlen=3
Játék 211/1000 kész, eddig: Kezdő=152, Második=56, Döntetlen=3
Játék 212/1000 kész, eddig: Kezdő=153, Második=56, Döntetlen=3
Játék 213/1000 kész, eddig: Kezdő=153, Második=57, Döntetlen=3
Játék 214/1000 kész, eddig: Kezdő=153, Második=58, Döntetlen=3
Játék 215/1000 kész, eddig: Kezdő=153, Második=59, Döntetlen=3
Játék 216/1000 kész, eddig: Kezdő=154, Második=59, Döntetlen=3
Játék 217/1000 kész, eddig: Kezdő=155, Második=59, Döntetlen=3
Játék 218/1000 kész, eddig: Kezdő=156, Második=59, Döntetlen=3
Játék 219/1000 kész, eddig: Kezdő=157, Második=59, Döntetlen=3
Játék 220/1000 kész, eddig: Kezdő=158, Második=59, Döntetlen=3
Játék 221/1000 kész, eddig: Kezdő=159, Második=59, Döntetlen=3
Játék 222/1000 kész, eddig: Kezdő=159, Második=60, Döntetlen=3
Játék 223/1000 kész, eddig: Kezdő=160, Második=60, Döntetlen=3
Játék 224/1000 kész, eddig: Kezdő=161, Második=60, Döntetlen=3
Játék 225/1000 kész, eddig: Kezdő=161, Második=61, Döntetlen=3
Játék 226/1000 kész, eddig: Kezdő=162, Második=61, Döntetlen=3
Játék 227/1000 kész, eddig: Kezdő=162, Második=61, Döntetlen=4
Játék 228/1000 kész, eddig: Kezdő=163, Második=61, Döntetlen=4
Játék 229/1000 kész, eddig: Kezdő=164, Második=61, Döntetlen=4
Játék 230/1000 kész, eddig: Kezdő=165, Második=61, Döntetlen=4
Játék 231/1000 kész, eddig: Kezdő=166, Második=61, Döntetlen=4
Játék 232/1000 kész, eddig: Kezdő=167, Második=61, Döntetlen=4
Játék 233/1000 kész, eddig: Kezdő=168, Második=61, Döntetlen=4
Játék 234/1000 kész, eddig: Kezdő=169, Második=61, Döntetlen=4
Játék 235/1000 kész, eddig: Kezdő=169, Második=62, Döntetlen=4
Játék 236/1000 kész, eddig: Kezdő=170, Második=62, Döntetlen=4
Játék 237/1000 kész, eddig: Kezdő=171, Második=62, Döntetlen=4
Játék 238/1000 kész, eddig: Kezdő=172, Második=62, Döntetlen=4
Játék 239/1000 kész, eddig: Kezdő=172, Második=63, Döntetlen=4
Játék 240/1000 kész, eddig: Kezdő=173, Második=63, Döntetlen=4
Játék 241/1000 kész, eddig: Kezdő=174, Második=63, Döntetlen=4
Játék 242/1000 kész, eddig: Kezdő=175, Második=63, Döntetlen=4
Játék 243/1000 kész, eddig: Kezdő=176, Második=63, Döntetlen=4
Játék 244/1000 kész, eddig: Kezdő=177, Második=63, Döntetlen=4
Játék 245/1000 kész, eddig: Kezdő=177, Második=64, Döntetlen=4
Játék 246/1000 kész, eddig: Kezdő=178, Második=64, Döntetlen=4
Játék 247/1000 kész, eddig: Kezdő=179, Második=64, Döntetlen=4
Játék 248/1000 kész, eddig: Kezdő=180, Második=64, Döntetlen=4
Játék 249/1000 kész, eddig: Kezdő=181, Második=64, Döntetlen=4
Játék 250/1000 kész, eddig: Kezdő=181, Második=65, Döntetlen=4
Játék 251/1000 kész, eddig: Kezdő=182, Második=65, Döntetlen=4
Játék 252/1000 kész, eddig: Kezdő=183, Második=65, Döntetlen=4
Játék 253/1000 kész, eddig: Kezdő=184, Második=65, Döntetlen=4
Játék 254/1000 kész, eddig: Kezdő=184, Második=66, Döntetlen=4
Játék 255/1000 kész, eddig: Kezdő=185, Második=66, Döntetlen=4
Játék 256/1000 kész, eddig: Kezdő=186, Második=66, Döntetlen=4
Játék 257/1000 kész, eddig: Kezdő=187, Második=66, Döntetlen=4
Játék 258/1000 kész, eddig: Kezdő=187, Második=67, Döntetlen=4
Játék 259/1000 kész, eddig: Kezdő=188, Második=67, Döntetlen=4
Játék 260/1000 kész, eddig: Kezdő=189, Második=67, Döntetlen=4
Játék 261/1000 kész, eddig: Kezdő=189, Második=68, Döntetlen=4
Játék 262/1000 kész, eddig: Kezdő=190, Második=68, Döntetlen=4
Játék 263/1000 kész, eddig: Kezdő=191, Második=68, Döntetlen=4
Játék 264/1000 kész, eddig: Kezdő=192, Második=68, Döntetlen=4
Játék 265/1000 kész, eddig: Kezdő=192, Második=69, Döntetlen=4
Játék 266/1000 kész, eddig: Kezdő=193, Második=69, Döntetlen=4
Játék 267/1000 kész, eddig: Kezdő=194, Második=69, Döntetlen=4
Játék 268/1000 kész, eddig: Kezdő=194, Második=70, Döntetlen=4
Játék 269/1000 kész, eddig: Kezdő=195, Második=70, Döntetlen=4
Játék 270/1000 kész, eddig: Kezdő=196, Második=70, Döntetlen=4
Játék 271/1000 kész, eddig: Kezdő=197, Második=70, Döntetlen=4
Játék 272/1000 kész, eddig: Kezdő=198, Második=70, Döntetlen=4
Játék 273/1000 kész, eddig: Kezdő=199, Második=70, Döntetlen=4
Játék 274/1000 kész, eddig: Kezdő=200, Második=70, Döntetlen=4
Játék 275/1000 kész, eddig: Kezdő=201, Második=70, Döntetlen=4
Játék 276/1000 kész, eddig: Kezdő=202, Második=70, Döntetlen=4
Játék 277/1000 kész, eddig: Kezdő=203, Második=70, Döntetlen=4
Játék 278/1000 kész, eddig: Kezdő=204, Második=70, Döntetlen=4
Játék 279/1000 kész, eddig: Kezdő=205, Második=70, Döntetlen=4
Játék 280/1000 kész, eddig: Kezdő=206, Második=70, Döntetlen=4
Játék 281/1000 kész, eddig: Kezdő=207, Második=70, Döntetlen=4
Játék 282/1000 kész, eddig: Kezdő=207, Második=71, Döntetlen=4
Játék 283/1000 kész, eddig: Kezdő=207, Második=72, Döntetlen=4
Játék 284/1000 kész, eddig: Kezdő=208, Második=72, Döntetlen=4
Játék 285/1000 kész, eddig: Kezdő=209, Második=72, Döntetlen=4
Játék 286/1000 kész, eddig: Kezdő=210, Második=72, Döntetlen=4
Játék 287/1000 kész, eddig: Kezdő=210, Második=73, Döntetlen=4
Játék 288/1000 kész, eddig: Kezdő=211, Második=73, Döntetlen=4
Játék 289/1000 kész, eddig: Kezdő=212, Második=73, Döntetlen=4
Játék 290/1000 kész, eddig: Kezdő=213, Második=73, Döntetlen=4
Játék 291/1000 kész, eddig: Kezdő=213, Második=74, Döntetlen=4
Játék 292/1000 kész, eddig: Kezdő=213, Második=75, Döntetlen=4
Játék 293/1000 kész, eddig: Kezdő=213, Második=76, Döntetlen=4
Játék 294/1000 kész, eddig: Kezdő=214, Második=76, Döntetlen=4
Játék 295/1000 kész, eddig: Kezdő=215, Második=76, Döntetlen=4
Játék 296/1000 kész, eddig: Kezdő=215, Második=77, Döntetlen=4
Játék 297/1000 kész, eddig: Kezdő=216, Második=77, Döntetlen=4
Játék 298/1000 kész, eddig: Kezdő=217, Második=77, Döntetlen=4
Játék 299/1000 kész, eddig: Kezdő=218, Második=77, Döntetlen=4
Játék 300/1000 kész, eddig: Kezdő=218, Második=78, Döntetlen=4
Játék 301/1000 kész, eddig: Kezdő=219, Második=78, Döntetlen=4
Játék 302/1000 kész, eddig: Kezdő=220, Második=78, Döntetlen=4
Játék 303/1000 kész, eddig: Kezdő=221, Második=78, Döntetlen=4
Játék 304/1000 kész, eddig: Kezdő=222, Második=78, Döntetlen=4
Játék 305/1000 kész, eddig: Kezdő=223, Második=78, Döntetlen=4
Játék 306/1000 kész, eddig: Kezdő=223, Második=78, Döntetlen=5
Játék 307/1000 kész, eddig: Kezdő=223, Második=79, Döntetlen=5
Játék 308/1000 kész, eddig: Kezdő=224, Második=79, Döntetlen=5
Játék 309/1000 kész, eddig: Kezdő=224, Második=80, Döntetlen=5
Játék 310/1000 kész, eddig: Kezdő=225, Második=80, Döntetlen=5
Játék 311/1000 kész, eddig: Kezdő=226, Második=80, Döntetlen=5
Játék 312/1000 kész, eddig: Kezdő=226, Második=81, Döntetlen=5
Játék 313/1000 kész, eddig: Kezdő=226, Második=82, Döntetlen=5
Játék 314/1000 kész, eddig: Kezdő=227, Második=82, Döntetlen=5
Játék 315/1000 kész, eddig: Kezdő=228, Második=82, Döntetlen=5
Játék 316/1000 kész, eddig: Kezdő=229, Második=82, Döntetlen=5
Játék 317/1000 kész, eddig: Kezdő=229, Második=83, Döntetlen=5
Játék 318/1000 kész, eddig: Kezdő=230, Második=83, Döntetlen=5
Játék 319/1000 kész, eddig: Kezdő=231, Második=83, Döntetlen=5
Játék 320/1000 kész, eddig: Kezdő=232, Második=83, Döntetlen=5
Játék 321/1000 kész, eddig: Kezdő=232, Második=84, Döntetlen=5
Játék 322/1000 kész, eddig: Kezdő=232, Második=85, Döntetlen=5
Játék 323/1000 kész, eddig: Kezdő=233, Második=85, Döntetlen=5
Játék 324/1000 kész, eddig: Kezdő=234, Második=85, Döntetlen=5
Játék 325/1000 kész, eddig: Kezdő=235, Második=85, Döntetlen=5
Játék 326/1000 kész, eddig: Kezdő=235, Második=86, Döntetlen=5
Játék 327/1000 kész, eddig: Kezdő=236, Második=86, Döntetlen=5
Játék 328/1000 kész, eddig: Kezdő=237, Második=86, Döntetlen=5
Játék 329/1000 kész, eddig: Kezdő=238, Második=86, Döntetlen=5
Játék 330/1000 kész, eddig: Kezdő=239, Második=86, Döntetlen=5
Játék 331/1000 kész, eddig: Kezdő=240, Második=86, Döntetlen=5
Játék 332/1000 kész, eddig: Kezdő=241, Második=86, Döntetlen=5
Játék 333/1000 kész, eddig: Kezdő=242, Második=86, Döntetlen=5
Játék 334/1000 kész, eddig: Kezdő=242, Második=87, Döntetlen=5
Játék 335/1000 kész, eddig: Kezdő=243, Második=87, Döntetlen=5
Játék 336/1000 kész, eddig: Kezdő=244, Második=87, Döntetlen=5
Játék 337/1000 kész, eddig: Kezdő=244, Második=88, Döntetlen=5
Játék 338/1000 kész, eddig: Kezdő=244, Második=89, Döntetlen=5
Játék 339/1000 kész, eddig: Kezdő=244, Második=90, Döntetlen=5
Játék 340/1000 kész, eddig: Kezdő=244, Második=91, Döntetlen=5
Játék 341/1000 kész, eddig: Kezdő=245, Második=91, Döntetlen=5
Játék 342/1000 kész, eddig: Kezdő=246, Második=91, Döntetlen=5
Játék 343/1000 kész, eddig: Kezdő=247, Második=91, Döntetlen=5
Játék 344/1000 kész, eddig: Kezdő=247, Második=92, Döntetlen=5
Játék 345/1000 kész, eddig: Kezdő=248, Második=92, Döntetlen=5
Játék 346/1000 kész, eddig: Kezdő=248, Második=93, Döntetlen=5
Játék 347/1000 kész, eddig: Kezdő=249, Második=93, Döntetlen=5
Játék 348/1000 kész, eddig: Kezdő=249, Második=94, Döntetlen=5
Játék 349/1000 kész, eddig: Kezdő=250, Második=94, Döntetlen=5
Játék 350/1000 kész, eddig: Kezdő=251, Második=94, Döntetlen=5
Játék 351/1000 kész, eddig: Kezdő=251, Második=95, Döntetlen=5
Játék 352/1000 kész, eddig: Kezdő=252, Második=95, Döntetlen=5
Játék 353/1000 kész, eddig: Kezdő=253, Második=95, Döntetlen=5
Játék 354/1000 kész, eddig: Kezdő=254, Második=95, Döntetlen=5
Játék 355/1000 kész, eddig: Kezdő=255, Második=95, Döntetlen=5
Játék 356/1000 kész, eddig: Kezdő=256, Második=95, Döntetlen=5
Játék 357/1000 kész, eddig: Kezdő=257, Második=95, Döntetlen=5
Játék 358/1000 kész, eddig: Kezdő=258, Második=95, Döntetlen=5
Játék 359/1000 kész, eddig: Kezdő=259, Második=95, Döntetlen=5
Játék 360/1000 kész, eddig: Kezdő=259, Második=96, Döntetlen=5
Játék 361/1000 kész, eddig: Kezdő=260, Második=96, Döntetlen=5
Játék 362/1000 kész, eddig: Kezdő=261, Második=96, Döntetlen=5
Játék 363/1000 kész, eddig: Kezdő=261, Második=96, Döntetlen=6
Játék 364/1000 kész, eddig: Kezdő=262, Második=96, Döntetlen=6
