=== SZIMULÁCIÓ INDUL ===
Variáns: Felgyorsított + fordított
Meccsek száma: 200
Játék 1/200 kész, eddig: Kezdő=1, Második=0, Döntetlen=0
Játék 57/200 kész, eddig: Kezdő=43, Második=14, Döntetlen=0
Játék 58/200 kész, eddig: Kezdő=44, Második=14, Döntetlen=0
Játék 59/200 kész, eddig: Kezdő=45, Második=14, Döntetlen=0
Játék 60/200 kész, eddig: Kezdő=46, Második=14, Döntetlen=0
Játék 61/200 kész, eddig: Kezdő=46, Második=15, Döntetlen=0
Játék 62/200 kész, eddig: Kezdő=47, Második=15, Döntetlen=0
Játék 63/200 kész, eddig: Kezdő=47, Második=16, Döntetlen=0
Játék 64/200 kész, eddig: Kezdő=47, Második=17, Döntetlen=0
Játék 65/200 kész, eddig: Kezdő=48, Második=17, Döntetlen=0
Játék 66/200 kész, eddig: Kezdő=49, Második=17, Döntetlen=0
Játék 67/200 kész, eddig: Kezdő=50, Második=17, Döntetlen=0
Játék 68/200 kész, eddig: Kezdő=51, Második=17, Döntetlen=0
Játék 69/200 kész, eddig: Kezdő=52, Második=17, Döntetlen=0
Játék 70/200 kész, eddig: Kezdő=53, Második=17, Döntetlen=0
Játék 71/200 kész, eddig: Kezdő=54, Második=17, Döntetlen=0
Játék 72/200 kész, eddig: Kezdő=55, Második=17, Döntetlen=0
Játék 73/200 kész, eddig: Kezdő=55, Második=18, Döntetlen=0
Játék 74/200 kész, eddig: Kezdő=56, Második=18, Döntetlen=0
Játék 75/200 kész, eddig: Kezdő=56, Második=19, Döntetlen=0
Játék 76/200 kész, eddig: Kezdő=57, Második=19, Döntetlen=0
Játék 77/200 kész, eddig: Kezdő=58, Második=19, Döntetlen=0
Játék 78/200 kész, eddig: Kezdő=59, Második=19, Döntetlen=0
Játék 79/200 kész, eddig: Kezdő=60, Második=19, Döntetlen=0
Játék 80/200 kész, eddig: Kezdő=61, Második=19, Döntetlen=0
Játék 81/200 kész, eddig: Kezdő=62, Második=19, Döntetlen=0
Játék 82/200 kész, eddig: Kezdő=63, Második=19, Döntetlen=0
Játék 83/200 kész, eddig: Kezdő=63, Második=20, Döntetlen=0
Játék 84/200 kész, eddig: Kezdő=64, Második=20, Döntetlen=0
Játék 85/200 kész, eddig: Kezdő=65, Második=20, Döntetlen=0
Játék 86/200 kész, eddig: Kezdő=66, Második=20, Döntetlen=0
Játék 87/200 kész, eddig: Kezdő=67, Második=20, Döntetlen=0
Játék 88/200 kész, eddig: Kezdő=67, Második=21, Döntetlen=0
Játék 89/200 kész, eddig: Kezdő=68, Második=21, Döntetlen=0
Játék 90/200 kész, eddig: Kezdő=68, Második=22, Döntetlen=0
Játék 91/200 kész, eddig: Kezdő=68, Második=23, Döntetlen=0
Játék 92/200 kész, eddig: Kezdő=69, Második=23, Döntetlen=0
Játék 93/200 kész, eddig: Kezdő=70, Második=23, Döntetlen=0
Játék 94/200 kész, eddig: Kezdő=71, Második=23, Döntetlen=0
Játék 95/200 kész, eddig: Kezdő=72, Második=23, Döntetlen=0
Játék 96/200 kész, eddig: Kezdő=73, Második=23, Döntetlen=0
Játék 97/200 kész, eddig: Kezdő=74, Második=23, Döntetlen=0
Játék 98/200 kész, eddig: Kezdő=75, Második=23, Döntetlen=0
Játék 99/200 kész, eddig: Kezdő=76, Második=23, Döntetlen=0
Játék 100/200 kész, eddig: Kezdő=77, Második=23, Döntetlen=0
Játék 101/200 kész, eddig: Kezdő=77, Második=24, Döntetlen=0
Játék 102/200 kész, eddig: Kezdő=77, Második=25, Döntetlen=0
Játék 103/200 kész, eddig: Kezdő=77, Második=26, Döntetlen=0
Játék 104/200 kész, eddig: Kezdő=77, Második=27, Döntetlen=0
Játék 105/200 kész, eddig: Kezdő=78, Második=27, Döntetlen=0
Játék 106/200 kész, eddig: Kezdő=79, Második=27, Döntetlen=0
Játék 107/200 kész, eddig: Kezdő=80, Második=27, Döntetlen=0
Játék 108/200 kész, eddig: Kezdő=81, Második=27, Döntetlen=0
Játék 109/200 kész, eddig: Kezdő=82, Második=27, Döntetlen=0
Játék 110/200 kész, eddig: Kezdő=83, Második=27, Döntetlen=0
Játék 111/200 kész, eddig: Kezdő=84, Második=27, Döntetlen=0
Játék 112/200 kész, eddig: Kezdő=85, Második=27, Döntetlen=0
Játék 113/200 kész, eddig: Kezdő=86, Második=27, Döntetlen=0
Játék 114/200 kész, eddig: Kezdő=87, Második=27, Döntetlen=0
Játék 115/200 kész, eddig: Kezdő=87, Második=28, Döntetlen=0
Játék 116/200 kész, eddig: Kezdő=88, Második=28, Döntetlen=0
Játék 117/200 kész, eddig: Kezdő=89, Második=28, Döntetlen=0
Játék 118/200 kész, eddig: Kezdő=90, Második=28, Döntetlen=0
Játék 119/200 kész, eddig: Kezdő=91, Második=28, Döntetlen=0
Játék 120/200 kész, eddig: Kezdő=92, Második=28, Döntetlen=0
Játék 121/200 kész, eddig: Kezdő=93, Második=28, Döntetlen=0
Játék 122/200 kész, eddig: Kezdő=93, Második=29, Döntetlen=0
Játék 123/200 kész, eddig: Kezdő=94, Második=29, Döntetlen=0
Játék 124/200 kész, eddig: Kezdő=95, Második=29, Döntetlen=0
Játék 125/200 kész, eddig: Kezdő=96, Második=29, Döntetlen=0
Játék 126/200 kész, eddig: Kezdő=97, Második=29, Döntetlen=0
Játék 127/200 kész, eddig: Kezdő=98, Második=29, Döntetlen=0
Játék 128/200 kész, eddig: Kezdő=99, Második=29, Döntetlen=0
Játék 129/200 kész, eddig: Kezdő=100, Második=29, Döntetlen=0
Játék 130/200 kész, eddig: Kezdő=101, Második=29, Döntetlen=0
Játék 131/200 kész, eddig: Kezdő=102, Második=29, Döntetlen=0
Játék 132/200 kész, eddig: Kezdő=103, Második=29, Döntetlen=0
Játék 133/200 kész, eddig: Kezdő=104, Második=29, Döntetlen=0
Játék 134/200 kész, eddig: Kezdő=105, Második=29, Döntetlen=0
Játék 135/200 kész, eddig: Kezdő=106, Második=29, Döntetlen=0
Játék 136/200 kész, eddig: Kezdő=107, Második=29, Döntetlen=0
Játék 137/200 kész, eddig: Kezdő=108, Második=29, Döntetlen=0
Játék 138/200 kész, eddig: Kezdő=109, Második=29, Döntetlen=0
Játék 139/200 kész, eddig: Kezdő=109, Második=30, Döntetlen=0
Játék 140/200 kész, eddig: Kezdő=110, Második=30, Döntetlen=0
Játék 141/200 kész, eddig: Kezdő=110, Második=31, Döntetlen=0
Játék 142/200 kész, eddig: Kezdő=111, Második=31, Döntetlen=0
Játék 143/200 kész, eddig: Kezdő=112, Második=31, Döntetlen=0
Játék 144/200 kész, eddig: Kezdő=113, Második=31, Döntetlen=0
Játék 145/200 kész, eddig: Kezdő=114, Második=31, Döntetlen=0
Játék 146/200 kész, eddig: Kezdő=114, Második=32, Döntetlen=0
Játék 147/200 kész, eddig: Kezdő=115, Második=32, Döntetlen=0
Játék 148/200 kész, eddig: Kezdő=116, Második=32, Döntetlen=0
Játék 149/200 kész, eddig: Kezdő=117, Második=32, Döntetlen=0
Játék 150/200 kész, eddig: Kezdő=118, Második=32, Döntetlen=0
Játék 151/200 kész, eddig: Kezdő=119, Második=32, Döntetlen=0
Játék 152/200 kész, eddig: Kezdő=119, Második=33, Döntetlen=0
Játék 153/200 kész, eddig: Kezdő=120, Második=33, Döntetlen=0
Játék 154/200 kész, eddig: Kezdő=120, Második=34, Döntetlen=0
Játék 155/200 kész, eddig: Kezdő=121, Második=34, Döntetlen=0
Játék 156/200 kész, eddig: Kezdő=122, Második=34, Döntetlen=0
Játék 157/200 kész, eddig: Kezdő=123, Második=34, Döntetlen=0
Játék 158/200 kész, eddig: Kezdő=124, Második=34, Döntetlen=0
Játék 159/200 kész, eddig: Kezdő=125, Második=34, Döntetlen=0
Játék 160/200 kész, eddig: Kezdő=126, Második=34, Döntetlen=0
Játék 161/200 kész, eddig: Kezdő=127, Második=34, Döntetlen=0
Játék 162/200 kész, eddig: Kezdő=127, Második=35, Döntetlen=0
Játék 163/200 kész, eddig: Kezdő=128, Második=35, Döntetlen=0
Játék 164/200 kész, eddig: Kezdő=128, Második=36, Döntetlen=0
Játék 165/200 kész, eddig: Kezdő=129, Második=36, Döntetlen=0
Játék 166/200 kész, eddig: Kezdő=130, Második=36, Döntetlen=0
Játék 167/200 kész, eddig: Kezdő=131, Második=36, Döntetlen=0
Játék 168/200 kész, eddig: Kezdő=131, Második=37, Döntetlen=0
Játék 169/200 kész, eddig: Kezdő=132, Második=37, Döntetlen=0
Játék 170/200 kész, eddig: Kezdő=133, Második=37, Döntetlen=0
Játék 171/200 kész, eddig: Kezdő=133, Második=38, Döntetlen=0
Játék 172/200 kész, eddig: Kezdő=133, Második=39, Döntetlen=0
Játék 173/200 kész, eddig: Kezdő=133, Második=40, Döntetlen=0
Játék 174/200 kész, eddig: Kezdő=134, Második=40, Döntetlen=0
Játék 175/200 kész, eddig: Kezdő=135, Második=40, Döntetlen=0
Játék 176/200 kész, eddig: Kezdő=136, Második=40, Döntetlen=0
Játék 177/200 kész, eddig: Kezdő=136, Második=41, Döntetlen=0
Játék 178/200 kész, eddig: Kezdő=136, Második=42, Döntetlen=0
Játék 179/200 kész, eddig: Kezdő=137, Második=42, Döntetlen=0
Játék 180/200 kész, eddig: Kezdő=138, Második=42, Döntetlen=0
Játék 181/200 kész, eddig: Kezdő=138, Második=43, Döntetlen=0
Játék 182/200 kész, eddig: Kezdő=139, Második=43, Döntetlen=0
Játék 183/200 kész, eddig: Kezdő=140, Második=43, Döntetlen=0
Játék 184/200 kész, eddig: Kezdő=141, Második=43, Döntetlen=0
Játék 185/200 kész, eddig: Kezdő=142, Második=43, Döntetlen=0
Játék 186/200 kész, eddig: Kezdő=142, Második=44, Döntetlen=0
Játék 187/200 kész, eddig: Kezdő=143, Második=44, Döntetlen=0
Játék 188/200 kész, eddig: Kezdő=144, Második=44, Döntetlen=0
Játék 189/200 kész, eddig: Kezdő=144, Második=45, Döntetlen=0
Játék 190/200 kész, eddig: Kezdő=145, Második=45, Döntetlen=0
Játék 191/200 kész, eddig: Kezdő=146, Második=45, Döntetlen=0
Játék 192/200 kész, eddig: Kezdő=146, Második=46, Döntetlen=0
Játék 193/200 kész, eddig: Kezdő=147, Második=46, Döntetlen=0
Játék 194/200 kész, eddig: Kezdő=148, Második=46, Döntetlen=0
Játék 195/200 kész, eddig: Kezdő=148, Második=47, Döntetlen=0
Játék 196/200 kész, eddig: Kezdő=148, Második=48, Döntetlen=0
Játék 197/200 kész, eddig: Kezdő=148, Második=49, Döntetlen=0
Játék 198/200 kész, eddig: Kezdő=149, Második=49, Döntetlen=0
Játék 199/200 kész, eddig: Kezdő=149, Második=50, Döntetlen=0
Játék 200/200 kész, eddig: Kezdő=150, Második=50, Döntetlen=0

=== SZIMULÁCIÓ KÉSZ ===
Variáns: Felgyorsított + fordított
Lejátszott meccsek: 200
Kezdő játékos győzelmek:    150
Második játékos győzelmek:  50
Döntetlenek:                0
Kezdő aránya:    75.00%
Második aránya:  25.00%
Döntetlen:       0.00%
